OID,TYPE,VALUE,POSSIBLE_SOH
.1.3.6.1.4.1.12148.10.4.23.7.1.2.25,Integer,690,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.26,Integer,682,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.27,Integer,699,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.28,Integer,687,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.29,Integer,686,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.30,Integer,664,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.31,Integer,658,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.32,Integer,648,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.33,Integer,655,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.34,Integer,40,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.35,Integer,547,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.36,Integer,641,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.37,Integer,647,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.38,Integer,660,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.39,Integer,655,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.40,Integer,665,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.41,Integer,621,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.42,Integer,637,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.43,Integer,625,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.44,Integer,641,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.45,Integer,633,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.46,Integer,628,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.47,Integer,569,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.48,Integer,571,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.49,Integer,595,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.50,Integer,580,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.51,Integer,461,
.1.3.6.1.4.1.12148.10.4.23.7.1.2.52,Integer,545,
.1.3.6.1.4.1.12148.10.4.24.1.0,Integer,21715,
.1.3.6.1.4.1.12148.10.4.24.2.0,Integer,52,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.1,Integer,974,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.2,Integer,966,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.3,Integer,935,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.4,Integer,940,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.5,Integer,1021,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.6,Integer,1027,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.7,Integer,973,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.8,Integer,934,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.9,Integer,993,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.10,Integer,984,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.11,Integer,1044,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.12,Integer,1108,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.13,Integer,1078,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.14,Integer,985,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.15,Integer,993,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.16,Integer,1005,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.17,Integer,975,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.18,Integer,977,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.19,Integer,1106,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.20,Integer,1002,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.21,Integer,968,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.22,Integer,986,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.23,Integer,1021,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.24,Integer,960,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.25,Integer,1077,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.26,Integer,1017,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.27,Integer,1016,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.28,Integer,953,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.29,Integer,927,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.30,Integer,945,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.31,Integer,951,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.32,Integer,1290,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.33,Integer,1103,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.34,Integer,1055,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.35,Integer,983,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.36,Integer,1076,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.37,Integer,1030,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.38,Integer,996,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.39,Integer,1025,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.40,Integer,1113,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.41,Integer,1094,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.42,Integer,1025,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.43,Integer,988,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.44,Integer,1052,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.45,Integer,973,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.46,Integer,1060,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.47,Integer,1207,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.48,Integer,1159,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.49,Integer,993,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.50,Integer,1057,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.51,Integer,995,
.1.3.6.1.4.1.12148.10.4.24.3.1.2.52,Integer,635,
.1.3.6.1.4.1.12148.10.4.24.4.0,Integer,52,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.1,Integer,117,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.2,Integer,118,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.3,Integer,117,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.4,Integer,119,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.5,Integer,121,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.6,Integer,123,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.7,Integer,122,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.8,Integer,119,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.9,Integer,114,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.10,Integer,121,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.11,Integer,115,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.12,Integer,120,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.13,Integer,120,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.14,Integer,119,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.15,Integer,113,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.16,Integer,116,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.17,Integer,136,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.18,Integer,119,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.19,Integer,115,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.20,Integer,121,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.21,Integer,120,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.22,Integer,121,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.23,Integer,120,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.24,Integer,112,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.25,Integer,114,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.26,Integer,112,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.27,Integer,120,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.28,Integer,113,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.29,Integer,113,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.30,Integer,108,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.31,Integer,107,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.32,Integer,105,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.33,Integer,106,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.34,Integer,9,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.35,Integer,98,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.36,Integer,108,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.37,Integer,111,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.38,Integer,111,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.39,Integer,112,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.40,Integer,116,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.41,Integer,108,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.42,Integer,104,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.43,Integer,101,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.44,Integer,105,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.45,Integer,103,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.46,Integer,108,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.47,Integer,109,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.48,Integer,97,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.49,Integer,107,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.50,Integer,101,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.51,Integer,78,
.1.3.6.1.4.1.12148.10.4.24.5.1.2.52,Integer,91,
.1.3.6.1.4.1.12148.10.4.24.6.0,Integer,52,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.1,Integer,510,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.2,Integer,531,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.3,Integer,511,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.4,Integer,537,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.5,Integer,479,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.6,Integer,516,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.7,Integer,491,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.8,Integer,351,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.9,Integer,495,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.10,Integer,454,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.11,Integer,460,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.12,Integer,426,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.13,Integer,443,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.14,Integer,470,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.15,Integer,466,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.16,Integer,486,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.17,Integer,446,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.18,Integer,483,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.19,Integer,501,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.20,Integer,498,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.21,Integer,482,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.22,Integer,400,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.23,Integer,367,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.24,Integer,418,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.25,Integer,371,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.26,Integer,392,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.27,Integer,362,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.28,Integer,270,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.29,Integer,355,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.30,Integer,387,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.31,Integer,393,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.32,Integer,358,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.33,Integer,356,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.34,Integer,345,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.35,Integer,368,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.36,Integer,344,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.37,Integer,320,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.38,Integer,330,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.39,Integer,270,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.40,Integer,268,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.41,Integer,279,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.42,Integer,291,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.43,Integer,256,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.44,Integer,238,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.45,Integer,263,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.46,Integer,248,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.47,Integer,256,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.48,Integer,255,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.49,Integer,240,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.50,Integer,255,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.51,Integer,238,
.1.3.6.1.4.1.12148.10.4.24.7.1.2.52,Integer,156,
.1.3.6.1.4.1.12148.10.4.25.2.0,Integer,52,
.1.3.6.1.4.1.12148.10.4.25.4.0,Integer,52,
.1.3.6.1.4.1.12148.10.4.25.6.0,Integer,52,
.1.3.6.1.4.1.12148.10.4.26.1.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.2.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.3.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.5.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.6.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.7.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.8.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.9.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.10.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.11.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.12.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.13.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.14.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.15.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.26.16.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.27.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.4.27.2.0,OctetString,[71 101 110 101 114 97 116 111 114 70 97 105 108 32 32 32],
.1.3.6.1.4.1.12148.10.4.27.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.4.27.5.0,Integer,0,
.1.3.6.1.4.1.12148.10.5.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.5.2.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.5.2.2.0,OctetString,[82 101 99 116 46 99 117 114 114 101 110 116 32 32 32 32],
.1.3.6.1.4.1.12148.10.5.2.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.5.2.5.0,Integer,120,
.1.3.6.1.4.1.12148.10.5.2.6.0,Integer,5000,
.1.3.6.1.4.1.12148.10.5.2.7.0,Integer,4000,
.1.3.6.1.4.1.12148.10.5.3.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.5.3.2.0,OctetString,[82 101 99 116 46 99 97 112 97 99 105 116 121 32 32 32],
.1.3.6.1.4.1.12148.10.5.3.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.5.3.5.0,Integer,41,
.1.3.6.1.4.1.12148.10.5.3.6.0,Integer,95,
.1.3.6.1.4.1.12148.10.5.3.7.0,Integer,90,
.1.3.6.1.4.1.12148.10.5.4.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.5.4.2.0,OctetString,[82 101 99 116 46 101 114 114 111 114 32 32 32 32 32 32],
.1.3.6.1.4.1.12148.10.5.4.4.0,Integer,1,
.1.3.6.1.4.1.12148.10.5.4.5.0,Integer,0,
.1.3.6.1.4.1.12148.10.5.4.6.0,Integer,2,
.1.3.6.1.4.1.12148.10.5.4.7.0,Integer,1,
.1.3.6.1.4.1.12148.10.5.5.0,Integer,4,
.1.3.6.1.4.1.12148.10.5.6.1.2.1,Integer,2,
.1.3.6.1.4.1.12148.10.5.6.1.2.2,Integer,2,
.1.3.6.1.4.1.12148.10.5.6.1.2.3,Integer,2,
.1.3.6.1.4.1.12148.10.5.6.1.2.4,Integer,2,
.1.3.6.1.4.1.12148.10.5.6.1.3.1,Integer,298,
.1.3.6.1.4.1.12148.10.5.6.1.3.2,Integer,299,
.1.3.6.1.4.1.12148.10.5.6.1.3.3,Integer,307,
.1.3.6.1.4.1.12148.10.5.6.1.3.4,Integer,299,
.1.3.6.1.4.1.12148.10.5.6.1.4.1,Integer,239,
.1.3.6.1.4.1.12148.10.5.6.1.4.2,Integer,231,
.1.3.6.1.4.1.12148.10.5.6.1.4.3,Integer,234,
.1.3.6.1.4.1.12148.10.5.6.1.4.4,Integer,232,
.1.3.6.1.4.1.12148.10.5.6.1.5.1,OctetString,[70 76 65 84 80 65 67 75 50 32 52 56 47 51 48 48 48 32 72 69],
.1.3.6.1.4.1.12148.10.5.6.1.5.2,OctetString,[70 76 65 84 80 65 67 75 50 32 52 56 47 51 48 48 48 32 72 69],
.1.3.6.1.4.1.12148.10.5.6.1.5.3,OctetString,[70 76 65 84 80 65 67 75 50 32 52 56 47 51 48 48 48 32 72 69],
.1.3.6.1.4.1.12148.10.5.6.1.5.4,OctetString,[70 76 65 84 80 65 67 75 50 32 52 56 47 51 48 48 48 32 72 69],
.1.3.6.1.4.1.12148.10.5.6.1.6.1,OctetString,[50 52 49 49 49 57 46 49 48 53],
.1.3.6.1.4.1.12148.10.5.6.1.6.2,OctetString,[50 52 49 49 49 57 46 49 48 53],
.1.3.6.1.4.1.12148.10.5.6.1.6.3,OctetString,[50 52 49 49 49 57 46 49 48 53],
.1.3.6.1.4.1.12148.10.5.6.1.6.4,OctetString,[50 52 49 49 49 57 46 49 48 53],
.1.3.6.1.4.1.12148.10.5.6.1.7.1,OctetString,[51 46 52],
.1.3.6.1.4.1.12148.10.5.6.1.7.2,OctetString,[51 46 52],
.1.3.6.1.4.1.12148.10.5.6.1.7.3,OctetString,[51 46 52],
.1.3.6.1.4.1.12148.10.5.6.1.7.4,OctetString,[51 46 52],
.1.3.6.1.4.1.12148.10.5.6.1.8.1,OctetString,[52 48 52 49 50 49 46 48 48 57],
.1.3.6.1.4.1.12148.10.5.6.1.8.2,OctetString,[52 48 52 49 50 49 46 48 48 57],
.1.3.6.1.4.1.12148.10.5.6.1.8.3,OctetString,[52 48 52 49 50 49 46 48 48 57],
.1.3.6.1.4.1.12148.10.5.6.1.8.4,OctetString,[52 48 52 49 50 49 46 48 48 57],
.1.3.6.1.4.1.12148.10.5.6.1.9.1,OctetString,[50 46 48 50],
.1.3.6.1.4.1.12148.10.5.6.1.9.2,OctetString,[50 46 48 50],
.1.3.6.1.4.1.12148.10.5.6.1.9.3,OctetString,[50 46 48 50],
.1.3.6.1.4.1.12148.10.5.6.1.9.4,OctetString,[50 46 48 50],
.1.3.6.1.4.1.12148.10.5.6.1.10.1,OctetString,[49 56 52 50 55 49 48 50 49 54 49 49],
.1.3.6.1.4.1.12148.10.5.6.1.10.2,OctetString,[49 56 52 50 55 49 48 50 49 55 57 57],
.1.3.6.1.4.1.12148.10.5.6.1.10.3,OctetString,[49 56 52 50 55 49 48 50 49 54 56 54],
.1.3.6.1.4.1.12148.10.5.6.1.10.4,OctetString,[49 56 52 50 55 49 48 50 49 54 50 50],
.1.3.6.1.4.1.12148.10.5.7.1.0,Integer,128937672,
.1.3.6.1.4.1.12148.10.5.7.2.0,Integer,52,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.1,Integer,6022,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.2,Integer,5606,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.3,Integer,771,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.4,Integer,2381,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.5,Integer,6199,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.6,Integer,6185,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.7,Integer,6188,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.8,Integer,5003,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.9,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.10,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.11,Integer,188,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.12,Integer,3231,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.13,Integer,6010,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.14,Integer,6202,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.15,Integer,6050,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.16,Integer,295,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.17,Integer,1921,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.18,Integer,6099,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.19,Integer,6068,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.20,Integer,6023,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.21,Integer,4645,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.22,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.23,Integer,4245,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.24,Integer,6094,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.25,Integer,6046,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.26,Integer,6017,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.27,Integer,2782,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.28,Integer,366,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.29,Integer,6218,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.30,Integer,6200,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.31,Integer,6192,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.32,Integer,6142,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.33,Integer,106,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.34,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.35,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.36,Integer,2800,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.37,Integer,4685,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.38,Integer,6141,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.39,Integer,6236,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.40,Integer,590,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.41,Integer,2362,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.42,Integer,6227,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.43,Integer,6190,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.44,Integer,6149,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.45,Integer,4379,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.46,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.47,Integer,3131,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.48,Integer,6183,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.49,Integer,6145,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.50,Integer,6107,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.51,Integer,3472,
.1.3.6.1.4.1.12148.10.5.7.3.1.2.52,Integer,0,
.1.3.6.1.4.1.12148.10.5.7.4.0,Integer,52,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.1,Integer,96,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.2,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.3,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.4,Integer,95,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.5,Integer,102,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.6,Integer,104,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.7,Integer,97,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.8,Integer,96,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.9,Integer,100,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.10,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.11,Integer,108,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.12,Integer,96,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.13,Integer,103,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.14,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.15,Integer,101,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.16,Integer,101,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.17,Integer,95,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.18,Integer,99,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.19,Integer,96,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.20,Integer,100,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.21,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.22,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.23,Integer,100,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.24,Integer,99,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.25,Integer,95,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.26,Integer,99,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.27,Integer,105,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.28,Integer,99,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.29,Integer,93,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.30,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.31,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.32,Integer,107,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.33,Integer,94,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.34,Integer,110,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.35,Integer,87,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.36,Integer,101,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.37,Integer,99,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.38,Integer,99,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.39,Integer,102,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.40,Integer,100,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.41,Integer,105,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.42,Integer,102,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.43,Integer,98,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.44,Integer,101,
.1.3.6.1.4.1.12148.10.5.7.5.1.2.45,Integer,98,
